# x,y
1.0047,0.0625
0.9533,0.0653
0.9865,0.0183
1.0939,0.0550
0.9959,0.0993
1.0533,0.0769
1.0250,0.0454
0.9756,0.0878
0.9255,0.0499
0.9087,0.1290
0.9791,0.1404
0.9886,0.1051
0.9783,0.1993
1.0168,0.1605
0.9559,0.1174
0.9472,0.1236
0.8976,0.3038
0.8545,0.3038
0.9767,0.2634
0.9788,0.3204
1.0033,0.2975
0.9165,0.2937
0.8916,0.3365
0.8962,0.4069
0.8363,0.3134
0.8762,0.2780
1.0129,0.2767
0.8972,0.3853
0.9876,0.3265
0.9516,0.4034
0.8832,0.4204
0.9158,0.4110
0.8724,0.4994
0.9606,0.3752
0.9370,0.5564
0.8285,0.5377
0.8210,0.6182
0.8463,0.5382
0.8157,0.5521
0.8093,0.5311
0.9119,0.4922
0.6194,0.5943
0.7828,0.6315
0.7702,0.6178
0.7871,0.6858
0.7380,0.6308
0.8471,0.6878
0.6904,0.7892
0.7678,0.6551
0.6594,0.7108
0.6655,0.6542
0.6311,0.6928
0.7399,0.7073
0.6005,0.7731
0.6646,0.7923
0.7095,0.7520
0.6302,0.7682
0.5685,0.8139
0.6815,0.7988
0.5885,0.7867
0.5488,0.7688
0.5550,0.7761
0.5402,0.7482
0.5665,0.8383
0.4782,0.7294
0.5221,0.9078
0.4724,0.8366
0.4670,0.9013
0.4360,0.9256
0.4528,0.9300
0.4556,0.8794
0.3660,0.8637
0.4127,0.9378
0.4238,0.8766
0.4176,0.9671
0.3753,0.9019
0.3484,0.9703
0.3804,0.8890
0.3575,0.9169
0.2864,1.0081
0.3501,0.9148
0.2980,0.9809
0.2470,0.9543
0.2972,0.8751
0.2651,1.0055
0.2587,0.9053
0.2341,0.9327
0.2313,1.0095
0.1982,0.9440
0.1424,1.0278
0.1115,1.0125
0.1665,0.9761
0.2451,0.9956
0.2171,0.8932
-0.0181,1.0447
0.1103,0.9813
0.0601,0.9029
0.0157,0.9472
0.0203,1.0438
0.0184,1.0185
-0.0349,0.9783
-0.0101,0.9858
0.0318,0.9557
0.0474,0.9499
-0.0098,0.9594
0.0040,1.0037
-0.0742,1.0328
-0.1415,0.9419
-0.2267,1.0531
-0.1757,0.9604
-0.1580,1.0871
-0.2583,0.9976
-0.2072,1.0089
-0.2927,0.9593
-0.1761,1.0539
-0.1536,0.9296
-0.2460,0.9631
-0.3327,0.8925
-0.2411,0.9726
-0.3012,1.0166
-0.3591,0.9774
-0.3234,0.9431
-0.3142,0.9497
-0.3401,0.9487
-0.2712,0.9142
-0.3321,0.9543
-0.4146,0.9575
-0.4544,0.9694
-0.4663,0.8803
-0.4238,0.9396
-0.4086,0.9357
-0.4783,0.8360
-0.4543,0.8914
-0.5431,0.9173
-0.4991,0.8129
-0.5004,0.7864
-0.5797,0.8644
-0.6269,0.8377
-0.6296,0.8639
-0.6114,0.8273
-0.6629,0.7918
-0.5531,0.8225
-0.7048,0.8364
-0.5806,0.7616
-0.5666,0.7176
-0.6537,0.8161
-0.5958,0.8141
-0.7277,0.6506
-0.6650,0.6574
-0.7025,0.6541
-0.6540,0.7473
-0.6903,0.6968
-0.7267,0.6697
-0.7205,0.6855
-0.7271,0.6399
-0.6655,0.6636
-0.7008,0.7040
-0.8244,0.5409
-0.7273,0.5935
-0.7956,0.5875
-0.8025,0.5283
-0.8233,0.5518
-0.8278,0.4453
-0.7948,0.5656
-0.9307,0.4991
-0.8511,0.5539
-0.8607,0.5782
-0.8675,0.4454
-0.9101,0.5189
-0.9144,0.5100
-0.8400,0.4834
-0.8472,0.4312
-0.9053,0.3962
-0.9419,0.3333
-0.9455,0.3436
-0.9953,0.3900
-0.9070,0.3510
-0.8670,0.4005
-0.8886,0.3085
-1.0207,0.3518
-0.9356,0.3453
-0.9350,0.3571
-0.9747,0.3124
-1.0093,0.1484
-0.9908,0.3236
-1.0562,0.2843
-1.0099,0.1981
-0.9770,0.2134
-1.0310,0.1937
-0.9629,0.2137
-1.0254,0.2340
-0.8947,0.2617
-1.0592,0.1340
-1.0869,0.1286
-0.9678,0.0366
-1.0762,0.0878
-0.9666,0.0232
-1.0120,-0.0792
-1.0349,0.0388
-0.9923,0.0949
-0.0571,0.3874
0.0227,0.4547
0.0148,0.5045
0.0311,0.5250
0.0696,0.3540
-0.0001,0.5216
-0.0159,0.4542
0.0032,0.3693
0.0870,0.4268
-0.0022,0.4045
-0.0534,0.3073
0.0600,0.3300
-0.0354,0.3351
0.0372,0.3615
0.0719,0.2681
0.0034,0.2596
0.0200,0.3244
0.1149,0.3040
0.0587,0.2088
0.0894,0.1885
0.0608,0.1077
0.0327,0.2481
0.0078,0.0867
0.0564,0.2299
0.1428,0.1139
0.0522,0.1118
0.0357,0.1046
0.0736,0.0147
0.0662,0.0614
0.0589,0.0041
0.1543,0.1408
0.1019,0.0108
